序号| 最后一次  |次数 | 歌名 
1   |2019-05-14 | 216 | 沈洁洁
2   |2019-05-24 | 146 | 刚好遇见你
3   |2019-05-21 | 140 | 说散就散
4   |2019-05-27 | 125 | 佛系少女
5   |2019-05-10 | 101 | 追光者
6   |2019-05-05 | 98  | 光年之外
7   |2019-05-06 | 65  | 我的一个道姑朋友
8   |2019-05-10 | 60  | 我是真的爱上你
9   |2019-04-16 | 58  | 三月
10  |2019-05-14 | 54  | 空心
11  |2019-05-06 | 54  | 爱的魔法
12  |2019-04-18 | 53  | 我喜欢上你时的内心活动
13  |2019-05-10 | 51  | 大叔不要跑
14  |2019-03-28 | 51  | 非酋
15  |2019-05-27 | 49  | 心形宇宙
16  |2019-05-24 | 49  | 等下一个他
17  |2019-05-24 | 48  | 玻璃糖
18  |2019-05-21 | 48  | stuttering
19  |2019-04-23 | 48  | 再见前任
20  |2019-05-21 | 47  | despacito中文版-慢慢来
21  |2019-05-17 | 47  | 告白气球
22  |2019-05-06 | 47  | 你就不要想起我
23  |2019-05-31 | 46  | 来自天堂的魔鬼
24  |2019-05-19 | 46  | 我想对你说baby
25  |2019-04-26 | 46  | 易燃易爆炸
26  |2019-05-21 | 45  | 爱你
27  |2019-03-10 | 45  | 识食物者为俊杰
28  |2018-01-21 | 45  | 一人饮酒醉
29  |2019-05-27 | 44  | 烟火里的尘埃
30  |2019-05-31 | 42  | 你在终点等我
31  |2019-02-22 | 42  | 沙漠骆驼
32  |2019-05-27 | 41  | 青空
33  |2019-05-27 | 41  | 匆匆那年
34  |2019-05-10 | 41  | 1219
35  |2019-05-24 | 39  | 小幸运
36  |2019-05-20 | 39  | 往后余生
37  |2019-05-17 | 39  | 大鱼
38  |2019-05-10 | 39  | 小永远
39  |2019-04-30 | 38  | 远走高飞
40  |2019-05-19 | 37  | 你把我灌醉
41  |2019-04-02 | 37  | 空港
42  |2019-04-29 | 36  | 成全
43  |2018-12-21 | 36  | 学猫叫
44  |2019-05-20 | 34  | 最初的梦想
45  |2019-05-10 | 34  | 我要飞
46  |2019-03-11 | 34  | 再见
47  |2019-02-20 | 34  | 我的梦
48  |2019-05-12 | 33  | 你要的全拿走
49  |2019-05-10 | 33  | 爱似水仙
50  |2019-05-10 | 33  | 七里香
51  |2019-03-13 | 33  | 红昭愿
52  |2019-01-08 | 33  | 东京不太热
53  |2019-05-13 | 32  | 9420
54  |2019-05-10 | 32  | 词不达意
55  |2019-05-24 | 31  | 最美的期待
56  |2019-05-17 | 31  | 淋雨一直走
57  |2019-05-14 | 31  | 爱上张无忌
58  |2019-05-10 | 31  | 心愿便利贴
59  |2019-05-03 | 31  | 爱河
60  |2019-04-30 | 31  | 哼
61  |2019-05-27 | 30  | 既视感
62  |2019-05-21 | 30  | 丫头
63  |2019-05-19 | 30  | 病变
64  |2019-05-17 | 30  | 当你
65  |2019-05-05 | 30  | 后来
66  |2019-03-22 | 30  | love you like a love song
67  |2019-02-19 | 30  | faded
68  |2019-01-29 | 30  | 带你去旅行
69  |2019-01-24 | 30  | 百万个吻
70  |2019-05-27 | 29  | 如果有来生
71  |2019-05-10 | 29  | 想你的365天
72  |2019-04-29 | 29  | 红色高跟鞋
73  |2019-04-17 | 29  | 一直很安静
74  |2019-04-16 | 29  | 别问我是谁
75  |2019-05-21 | 28  | 尽头
76  |2019-05-19 | 28  | 魔鬼中的天使
77  |2019-05-17 | 28  | 欧若拉
78  |2019-05-13 | 28  | 杀破狼
79  |2019-05-05 | 28  | 阿刁
80  |2019-04-02 | 28  | 日常
81  |2019-03-27 | 28  | 相思
82  |2019-05-24 | 27  | 执迷不悔
83  |2019-05-24 | 27  | 空空如也
84  |2019-05-14 | 27  | 有可能的夜晚
85  |2019-05-20 | 26  | 爱的就是你
86  |2019-05-17 | 26  | 卡路里
87  |2019-05-14 | 26  | 你一定要幸福
88  |2019-05-05 | 26  | 泡沫
89  |2019-04-30 | 26  | let me love you & faded
90  |2019-02-22 | 26  | 写不完的温柔
91  |2018-11-13 | 26  | 小跳蛙
92  |2019-05-31 | 25  | 天后
93  |2019-05-24 | 25  | 可惜不是你
94  |2019-05-21 | 25  | 原来你也在这里
95  |2019-05-19 | 25  | 美丽的神话
96  |2019-04-26 | 25  | 电台情歌
97  |2019-03-31 | 25  | 吉祥三宝
98  |2018-04-06 | 25  | 凉凉
99  |2019-05-27 | 24  | 吹海风
100 |2019-05-24 | 24  | 喜欢你
101 |2019-05-14 | 24  | 体面
102 |2019-05-10 | 24  | 左手
103 |2019-04-23 | 24  | 吴哥窟
104 |2019-04-13 | 24  | waka waka
105 |2018-08-22 | 24  | 一生所爱
106 |2019-05-24 | 23  | e.t.
107 |2019-05-03 | 23  | 不醉不会
108 |2019-04-23 | 23  | 倒数
109 |2019-03-26 | 23  | 小半
110 |2019-02-19 | 23  | soldier
111 |2019-05-24 | 22  | 云烟成雨
112 |2019-05-24 | 22  | 战争世界
113 |2019-05-20 | 22  | 好运来
114 |2019-04-30 | 22  | 还有我
115 |2019-04-30 | 22  | 是什么让我遇见这样的你
116 |2019-04-26 | 22  | 男孩
117 |2019-04-23 | 22  | 你会爱我到什么时候
118 |2019-03-15 | 22  | 当你老了
119 |2019-02-24 | 22  | 一百万个可能
120 |2019-05-29 | 21  | 卜卦
121 |2019-05-20 | 21  | 牵丝戏
122 |2019-05-17 | 21  | 人质
123 |2019-05-14 | 21  | 讲真的
124 |2019-05-14 | 21  | 不怕不怕
125 |2019-04-30 | 21  | wake me up
126 |2019-04-16 | 21  | 空城
127 |2019-05-21 | 20  | 星语心愿
128 |2019-05-20 | 20  | 囚鸟
129 |2019-05-17 | 20  | 别找我麻烦
130 |2019-05-14 | 20  | 过客
131 |2019-05-05 | 20  | 九张机
132 |2019-04-23 | 20  | 不仅仅是喜欢
133 |2019-04-19 | 20  | 第一次
134 |2019-04-13 | 20  | 小鸡哔哔
135 |2019-03-24 | 20  | 从前慢
136 |2019-02-18 | 20  | 123我爱你
137 |2019-01-02 | 20  | see you again
138 |2018-12-21 | 20  | 爱一直存在
139 |2018-12-21 | 20  | 野子
140 |2018-12-07 | 20  | let it go
141 |2018-09-13 | 20  | 我的天空
142 |2019-05-27 | 19  | 看到风
143 |2019-05-24 | 19  | 侧脸
144 |2019-05-17 | 19  | 静悄悄
145 |2019-04-30 | 19  | 走在冷风中
146 |2019-04-29 | 19  | 逆战
147 |2019-04-29 | 19  | 独照
148 |2019-02-19 | 19  | 只想说声爱你
149 |2019-02-18 | 19  | domino
150 |2018-10-08 | 19  | 丝路
151 |2018-06-22 | 19  | we don't talk anymore
152 |2018-06-02 | 19  | 皇后大道东
153 |2018-03-18 | 19  | 消愁
154 |2019-05-31 | 18  | 去年夏天
155 |2019-05-31 | 18  | 雪落下的声音
156 |2019-05-29 | 18  | 不为谁而作的歌
157 |2019-05-24 | 18  | 太多
158 |2019-05-24 | 18  | 雨蝶
159 |2019-05-21 | 18  | 理想情人
160 |2019-05-17 | 18  | 夜车
161 |2019-05-14 | 18  | 一千年以后
162 |2019-05-14 | 18  | 知否知否
163 |2019-05-13 | 18  | 好想大声说爱你
164 |2019-05-10 | 18  | 别丢下我不管
165 |2019-03-31 | 18  | 有何不可
166 |2019-01-24 | 18  | 寂寞寂寞就好
167 |2018-12-19 | 18  | 无可取代
168 |2018-09-08 | 18  | 全部都是你
169 |2019-05-21 | 17  | 带我走
170 |2019-05-20 | 17  | 婴儿
171 |2019-05-19 | 17  | 小宇
172 |2019-05-10 | 17  | 绿色
173 |2019-04-18 | 17  | 房间
174 |2019-04-16 | 17  | 非你不爱
175 |2019-03-22 | 17  | 边走边爱
176 |2019-02-26 | 17  | 崇拜
177 |2019-02-18 | 17  | 有你的快乐
178 |2019-01-02 | 17  | 春风吹
179 |2018-11-13 | 17  | 小手拉大手
180 |2018-10-04 | 17  | 康美之恋
181 |2018-09-24 | 17  | love me like you do
182 |2018-07-07 | 17  | 背叛
183 |2018-06-22 | 17  | 我要你
184 |2019-05-24 | 16  | 等你下课
185 |2019-05-21 | 16  | 春风十里
186 |2019-05-20 | 16  | 说爱你
187 |2019-03-27 | 16  | 给我一个理由忘记
188 |2019-02-19 | 16  | 半壶纱
189 |2019-02-01 | 16  | 依恋
190 |2019-01-13 | 16  | 离人愁
191 |2019-01-08 | 16  | 虫儿飞
192 |2019-01-02 | 16  | 再见二丁目
193 |2018-12-15 | 16  | 香水百合
194 |2018-11-19 | 16  | 很爱很爱你
195 |2018-11-13 | 16  | 隐形的翅膀
196 |2018-10-07 | 16  | 浪人琵琶
197 |2019-05-24 | 15  | 遇
198 |2019-05-24 | 15  | 红颜旧
199 |2019-05-17 | 15  | 最长的电影
200 |2019-05-12 | 15  | 醉赤壁
201 |2019-05-08 | 15  | 林中鸟
202 |2019-05-08 | 15  | 需要人陪
203 |2019-05-03 | 15  | 女儿情
204 |2019-05-03 | 15  | what are words
205 |2019-04-26 | 15  | 回到过去
206 |2019-04-18 | 15  | 画心
207 |2019-03-07 | 15  | 情非得已
208 |2019-02-19 | 15  | 原谅
209 |2018-12-07 | 15  | undo
210 |2018-09-29 | 15  | 一场游戏一场梦
211 |2019-05-29 | 14  | 东西
212 |2019-05-29 | 14  | 可能否
213 |2019-05-10 | 14  | 夏天的风
214 |2019-05-06 | 14  | 爱啦啦
215 |2019-05-05 | 14  | 起风了
216 |2019-04-26 | 14  | 我的世界
217 |2019-04-26 | 14  | 梦里水乡
218 |2019-04-26 | 14  | 追梦人
219 |2019-04-19 | 14  | 不染
220 |2019-03-16 | 14  | 漂洋过海来看你
221 |2019-03-14 | 14  | 天下有情人
222 |2019-02-18 | 14  | 美人鱼
223 |2018-10-23 | 14  | 把耳朵叫醒
224 |2018-10-20 | 14  | 忽然之间
225 |2018-10-09 | 14  | 我只在乎你
226 |2018-09-23 | 14  | 粉红色的回忆
227 |2018-08-20 | 14  | 心墙
228 |2019-05-31 | 13  | 寓言
229 |2019-05-27 | 13  | 至少还有你
230 |2019-05-24 | 13  | 我的秘密
231 |2019-05-21 | 13  | 那些年
232 |2019-05-10 | 13  | 最近
233 |2019-05-10 | 13  | 超级喜欢你
234 |2019-05-06 | 13  | 痒
235 |2019-04-30 | 13  | 元气满满
236 |2019-04-18 | 13  | 触电
237 |2019-03-27 | 13  | 咖喱咖喱
238 |2019-03-20 | 13  | 传奇
239 |2019-03-16 | 13  | burning
240 |2019-02-24 | 13  | 不是故意
241 |2019-02-20 | 13  | 恶作剧
242 |2019-02-19 | 13  | 借我
243 |2019-02-18 | 13  | 外面的世界
244 |2019-01-24 | 13  | 爱我别走
245 |2018-12-21 | 13  | 下一秒
246 |2018-10-26 | 13  | handclap
247 |2018-10-08 | 13  | 说爱我
248 |2018-10-02 | 13  | 喜欢两个人
249 |2018-09-30 | 13  | 下个,路口,见
250 |2018-08-14 | 13  | 倔强
251 |2018-08-08 | 13  | 多远都要在一起
252 |2018-06-03 | 13  | 多情人都把灵魂给了谁
253 |2019-05-21 | 12  | 爱很简单
254 |2019-05-20 | 12  | 约定
255 |2019-05-12 | 12  | 黑色毛衣
256 |2019-05-06 | 12  | 灞波儿奔奔波儿灞
257 |2019-04-29 | 12  | 让她降落
258 |2019-04-29 | 12  | pam pam
259 |2019-04-16 | 12  | if you
260 |2019-03-31 | 12  | 钟无艳
261 |2019-03-22 | 12  | 小小
262 |2019-03-22 | 12  | 爱你就等于爱自己
263 |2019-02-01 | 12  | price tag
264 |2019-01-24 | 12  | 情深深雨濛濛
265 |2019-01-24 | 12  | 就是我
266 |2019-01-20 | 12  | 慢慢喜欢你
267 |2019-01-19 | 12  | 青鸟
268 |2018-11-20 | 12  | 蘑菇别跑
269 |2018-11-09 | 12  | 平凡之路
270 |2018-09-24 | 12  | 容易受伤的女人
271 |2018-08-22 | 12  | 我要快乐
272 |2019-05-29 | 11  | 满满的都是爱
273 |2019-05-24 | 11  | 谢谢你
274 |2019-05-21 | 11  | lemon tree
275 |2019-05-19 | 11  | 不再联系
276 |2019-05-19 | 11  | 如果的事
277 |2019-05-14 | 11  | 一笑倾城
278 |2019-05-10 | 11  | stay with me
279 |2019-05-08 | 11  | 好听
280 |2019-05-08 | 11  | 他不爱我
281 |2019-05-08 | 11  | 溯
282 |2019-05-03 | 11  | 天竺少女
283 |2019-04-23 | 11  | 星月神话
284 |2019-04-18 | 11  | 月牙湾
285 |2019-04-17 | 11  | 岁月神偷
286 |2019-04-13 | 11  | 舞女泪
287 |2019-04-13 | 11  | 我很快乐
288 |2019-03-20 | 11  | 爱要怎么说出口
289 |2019-03-13 | 11  | 下雨天
290 |2019-02-27 | 11  | 月光
291 |2019-02-20 | 11  | 霞光
292 |2019-02-20 | 11  | 虹之间
293 |2019-02-18 | 11  | 那些你很冒险的梦
294 |2019-01-19 | 11  | 雪人
295 |2018-09-13 | 11  | 夜空中最亮的星
296 |2018-09-06 | 11  | 天下无双
297 |2018-08-21 | 11  | 为你我受冷风吹
298 |2019-05-29 | 10  | 美错
299 |2019-05-19 | 10  | 陌生人
300 |2019-05-08 | 10  | 偏爱
301 |2019-04-23 | 10  | 被驯服的象
302 |2019-03-27 | 10  | my dilemma
303 |2019-03-26 | 10  | 我终于失去了你
304 |2019-02-27 | 10  | scarborough fair
305 |2019-02-20 | 10  | 可爱颂
306 |2019-02-20 | 10  | butter-fly
307 |2019-02-18 | 10  | 知足
308 |2019-01-16 | 10  | 盛夏的果实
309 |2019-01-11 | 10  | 最美的太阳
310 |2019-01-02 | 10  | 彩虹的微笑
311 |2018-10-04 | 10  | 风吹麦浪
312 |2018-09-28 | 10  | 梦里花
313 |2018-07-18 | 10  | 生日快乐
314 |2018-07-18 | 10  | 恋人心
315 |2018-04-04 | 10  | 爱的主打歌
316 |2019-05-29 | 9   | 江南
317 |2019-05-27 | 9   | 那么骄傲
318 |2019-05-27 | 9   | 我是我的
319 |2019-05-24 | 9   | 流泪
320 |2019-05-19 | 9   | 时间煮雨
321 |2019-05-17 | 9   | 默
322 |2019-05-13 | 9   | 月亮代表我的心
323 |2019-05-10 | 9   | cheap thrills
324 |2019-05-08 | 9   | 是我在做多情种
325 |2019-03-16 | 9   | 天涯
326 |2019-03-07 | 9   | 生僻字
327 |2019-02-26 | 9   | 挥着翅膀的女孩
328 |2019-01-20 | 9   | 寂寞的季节
329 |2018-12-21 | 9   | 恋爱循环
330 |2018-10-09 | 9   | 我可以
331 |2018-09-30 | 9   | 彩虹
332 |2018-09-24 | 9   | 姐姐妹妹站起来
333 |2018-09-15 | 9   | 新贵妃醉酒
334 |2018-09-12 | 9   | 百年孤寂
335 |2018-08-22 | 9   | 我们之间
336 |2018-08-14 | 9   | 灰姑娘
337 |2018-08-01 | 9   | 千年等一回
338 |2018-07-30 | 9   | 没那么简单
339 |2018-07-22 | 9   | 美人吟
340 |2018-05-27 | 9   | 终于等到你
341 |2019-05-29 | 8   | 口袋的天空
342 |2019-05-29 | 8   | 电灯胆
343 |2019-05-20 | 8   | 青柠
344 |2019-05-19 | 8   | 晴天
345 |2019-05-19 | 8   | 一路向北
346 |2019-05-17 | 8   | 身骑白马
347 |2019-05-17 | 8   | 快乐崇拜
348 |2019-05-14 | 8   | 梦一场
349 |2019-04-29 | 8   | 遗失的美好
350 |2019-04-23 | 8   | 大地飞歌
351 |2019-04-23 | 8   | 爱拼才会赢
352 |2019-04-18 | 8   | 靠近一点点
353 |2019-04-13 | 8   | 胆小鬼
354 |2019-03-28 | 8   | 为爱痴狂
355 |2019-03-14 | 8   | 旋木
356 |2019-03-08 | 8   | 梦的游戏
357 |2019-02-24 | 8   | 绿袖子
358 |2019-02-24 | 8   | 暧昧
359 |2019-01-21 | 8   | 希望
360 |2019-01-20 | 8   | 味道
361 |2019-01-16 | 8   | 盲点
362 |2019-01-11 | 8   | 修炼爱情
363 |2019-01-11 | 8   | 勇气
364 |2019-01-02 | 8   | 无底洞
365 |2018-11-13 | 8   | 关键词
366 |2018-10-31 | 8   | 薄荷与指甲剪
367 |2018-10-26 | 8   | 为了遇见你
368 |2018-10-26 | 8   | 你为什么说谎
