序号| 最后一次  |次数 | 歌名 
639 |2018-09-13 | 1   | 另一个天堂
640 |2018-09-13 | 1   | 解脱
641 |2018-09-13 | 1   | 我们不一样
642 |2018-09-12 | 9   | 百年孤寂
643 |2018-09-12 | 8   | 过不去
644 |2018-09-12 | 1   | 城里的月光
645 |2018-09-11 | 5   | 都是夜归人
646 |2018-09-11 | 1   | 爱
647 |2018-09-08 | 18  | 全部都是你
648 |2018-09-08 | 3   | 中国话
649 |2018-09-08 | 2   | 旅行的意义
650 |2018-09-06 | 11  | 天下无双
651 |2018-09-04 | 3   | 我不想说
652 |2018-09-04 | 2   | 一个人的精彩
653 |2018-09-01 | 4   | 你要的爱
654 |2018-09-01 | 1   | just like this
655 |2018-08-30 | 6   | 暖暖
656 |2018-08-30 | 5   | lydia
657 |2018-08-30 | 2   | if i were a boy
658 |2018-08-30 | 2   | someone like you
659 |2018-08-30 | 1   | 催眠
660 |2018-08-29 | 7   | 亲爱的那不是爱情
661 |2018-08-29 | 4   | a.i.n.y.
662 |2018-08-29 | 3   | 枫
663 |2018-08-29 | 1   | 猜不透
664 |2018-08-22 | 24  | 一生所爱
665 |2018-08-22 | 12  | 我要快乐
666 |2018-08-22 | 9   | 我们之间
667 |2018-08-22 | 3   | 哭砂
668 |2018-08-22 | 3   | 达尔文
669 |2018-08-22 | 1   | 信仰
670 |2018-08-21 | 11  | 为你我受冷风吹
671 |2018-08-21 | 3   | fuckin' perfect
672 |2018-08-21 | 2   | 我在那一角落患过伤风
673 |2018-08-21 | 2   | 心的构造
674 |2018-08-21 | 1   | 爱一个人好难
675 |2018-08-20 | 14  | 心墙
676 |2018-08-20 | 7   | 听你说
677 |2018-08-20 | 5   | 爱我还是他
678 |2018-08-20 | 2   | 闷
679 |2018-08-20 | 1   | 创造101
680 |2018-08-19 | 7   | 爱丫爱丫
681 |2018-08-19 | 5   | 鸭子
682 |2018-08-19 | 4   | 喜欢你没道理
683 |2018-08-19 | 4   | 天空
684 |2018-08-19 | 3   | 渡情
685 |2018-08-19 | 3   | 爱要坦荡荡
686 |2018-08-19 | 1   | lost stars
687 |2018-08-17 | 5   | 我在春天等你
688 |2018-08-17 | 5   | 卷珠帘
689 |2018-08-17 | 5   | 我的歌声里
690 |2018-08-17 | 3   | 年轮
691 |2018-08-17 | 2   | 逍遥叹
692 |2018-08-17 | 2   | 那些花儿
693 |2018-08-17 | 1   | 咱们屯里的人
694 |2018-08-14 | 13  | 倔强
695 |2018-08-14 | 9   | 灰姑娘
696 |2018-08-14 | 8   | 就是爱你
697 |2018-08-14 | 5   | try
698 |2018-08-14 | 5   | 海芋恋
699 |2018-08-14 | 4   | 当
700 |2018-08-14 | 3   | wrecking ball
701 |2018-08-14 | 2   | apologize
702 |2018-08-14 | 1   | 有一个姑娘
703 |2018-08-14 | 1   | 不想长大
704 |2018-08-14 | 1   | 有你陪着我
705 |2018-08-13 | 2   | 野蔷薇
706 |2018-08-13 | 1   | 舞娘
707 |2018-08-11 | 6   | 我的最爱
708 |2018-08-11 | 1   | 等你爱我
709 |2018-08-11 | 1   | 我爱洗澡
710 |2018-08-11 | 1   | 快乐老家
711 |2018-08-08 | 13  | 多远都要在一起
712 |2018-08-08 | 3   | so sick
713 |2018-08-08 | 3   | 想起
714 |2018-08-08 | 3   | what can i do
715 |2018-08-08 | 2   | 处处吻
716 |2018-08-05 | 5   | 是不是爱情
717 |2018-08-05 | 4   | 懂事
718 |2018-08-04 | 4   | 红蜻蜓
719 |2018-08-02 | 5   | 月半小夜曲
720 |2018-08-02 | 4   | 专属天使
721 |2018-08-02 | 2   | 唯一
722 |2018-08-02 | 2   | 九妹
723 |2018-08-02 | 1   | 怎样
724 |2018-08-02 | 1   | 你瞒我瞒
725 |2018-08-02 | 1   | 单行的轨道
726 |2018-08-01 | 9   | 千年等一回
727 |2018-08-01 | 5   | 没有你的日子我真的好孤单
728 |2018-08-01 | 4   | 军港之夜
729 |2018-08-01 | 3   | 一辈子的孤单
730 |2018-08-01 | 1   | 喊我的名字吧
731 |2018-08-01 | 1   | 世界末日
732 |2018-07-30 | 9   | 没那么简单
733 |2018-07-30 | 2   | 小城大事
734 |2018-07-30 | 1   | 恰似你的温柔
735 |2018-07-30 | 1   | like you
736 |2018-07-30 | 1   | 看海
737 |2018-07-30 | 1   | 在水一方
738 |2018-07-25 | 5   | 飞起来
739 |2018-07-25 | 4   | 单身情歌
740 |2018-07-25 | 3   | 流着泪说分手
741 |2018-07-25 | 2   | roar
742 |2018-07-25 | 1   | 孤单芭蕾
743 |2018-07-23 | 1   | 鱼
744 |2018-07-22 | 9   | 美人吟
745 |2018-07-22 | 6   | 后会无期
746 |2018-07-22 | 6   | 热气球
747 |2018-07-22 | 2   | 心动
748 |2018-07-22 | 1   | 突然想起你
749 |2018-07-22 | 1   | 小龙人
750 |2018-07-21 | 2   | 辛德瑞拉
751 |2018-07-19 | 5   | 唱腔另类
752 |2018-07-19 | 4   | 在树上唱歌
753 |2018-07-19 | 4   | because of you
754 |2018-07-18 | 10  | 生日快乐
755 |2018-07-18 | 10  | 恋人心
756 |2018-07-18 | 4   | 演员
757 |2018-07-17 | 3   | 爱情抗体
758 |2018-07-17 | 3   | 不完美小孩
759 |2018-07-16 | 4   | stay here forever
760 |2018-07-15 | 3   | 以后的以后
761 |2018-07-15 | 1   | 整个世界
762 |2018-07-13 | 5   | 轨迹
763 |2018-07-13 | 4   | 爸爸去哪儿
764 |2018-07-13 | 3   | my happy ending
765 |2018-07-13 | 1   | bang bang
766 |2018-07-13 | 1   | 三天三夜
767 |2018-07-12 | 1   | 生日礼物
768 |2018-07-10 | 2   | 我
769 |2018-07-10 | 2   | 不能说的秘密
770 |2018-07-10 | 1   | 流星雨
771 |2018-07-08 | 6   | 不要再孤单
772 |2018-07-07 | 17  | 背叛
773 |2018-07-07 | 5   | on the radio
774 |2018-07-07 | 2   | 算什么男人
775 |2018-07-07 | 2   | i knew you were trouble
776 |2018-07-07 | 2   | 蓝精灵
777 |2018-07-07 | 1   | havana
778 |2018-07-07 | 1   | 好像掉进爱情海里
779 |2018-07-06 | 4   | 表白
780 |2018-07-06 | 3   | 十万毫升泪水
781 |2018-07-06 | 2   | 记事本
782 |2018-07-06 | 1   | beautiful love
783 |2018-07-06 | 1   | 你那么爱他
784 |2018-07-05 | 1   | 超越时空的思念
785 |2018-06-27 | 5   | 知道不知道
786 |2018-06-27 | 4   | 我的未来式
787 |2018-06-27 | 2   | 红豆
788 |2018-06-27 | 1   | 丑八怪
789 |2018-06-27 | 1   | 寂寞沙洲冷
790 |2018-06-23 | 6   | 路边的野花不要采
791 |2018-06-22 | 19  | we don't talk anymore
792 |2018-06-22 | 17  | 我要你
793 |2018-06-22 | 7   | 改变自己
794 |2018-06-22 | 6   | 空白格
795 |2018-06-22 | 4   | 死了都要爱
796 |2018-06-22 | 2   | safe & sound
797 |2018-06-22 | 2   | 告诉我
798 |2018-06-22 | 2   | 停格
799 |2018-06-22 | 2   | 你不是真正的快乐
800 |2018-06-22 | 2   | 笑忘书
801 |2018-06-22 | 2   | 好汉歌
802 |2018-06-22 | 1   | halo
803 |2018-06-22 | 1   | 我和我的祖国
804 |2018-06-17 | 3   | 父亲
805 |2018-06-17 | 3   | time after time
806 |2018-06-17 | 2   | 不再见
807 |2018-06-17 | 2   | 桃花朵朵开
808 |2018-06-17 | 1   | 飞走了
809 |2018-06-17 | 1   | 小提莫
810 |2018-06-16 | 4   | 六月的雨
811 |2018-06-16 | 1   | 爱的天国
812 |2018-06-16 | 1   | 致青春
813 |2018-06-13 | 8   | 刺鸟
814 |2018-06-13 | 6   | 晚安喵
815 |2018-06-11 | 2   | 9277
816 |2018-06-11 | 2   | bad romance
817 |2018-06-11 | 1   | boom clap
818 |2018-06-10 | 3   | 千千阙歌
819 |2018-06-10 | 2   | 美丽心情
820 |2018-06-10 | 1   | i see you
821 |2018-06-09 | 5   | 龙卷风
822 |2018-06-09 | 2   | 纸短情长
823 |2018-06-09 | 1   | 童年
824 |2018-06-09 | 1   | 栀子花开
825 |2018-06-09 | 1   | 海草舞
826 |2018-06-08 | 1   | 爱就一个字
827 |2018-06-03 | 13  | 多情人都把灵魂给了谁
828 |2018-06-03 | 1   | legends never die
829 |2018-06-02 | 19  | 皇后大道东
830 |2018-06-02 | 6   | we are never ever getting back together
831 |2018-06-02 | 5   | 全世界谁倾听你
832 |2018-06-02 | 2   | 明天会更好
833 |2018-06-02 | 2   | always online
834 |2018-06-02 | 1   | 暗香
835 |2018-05-29 | 6   | 未来俱乐部
836 |2018-05-27 | 9   | 终于等到你
837 |2018-04-21 | 1   | 365个祝福
838 |2018-04-18 | 5   | 爱就爱了
839 |2018-04-18 | 3   | rolling in the deep
840 |2018-04-16 | 2   | 咱们结婚吧
841 |2018-04-15 | 6   | 给我一个吻
842 |2018-04-15 | 5   | 骑士
843 |2018-04-15 | 2   | 我愿意
844 |2018-04-15 | 2   | 我是一只小小鸟
845 |2018-04-06 | 25  | 凉凉
846 |2018-04-06 | 3   | 禁区
847 |2018-04-06 | 2   | 未闻花名
848 |2018-04-06 | 2   | 青城山下白素贞
849 |2018-04-06 | 1   | try everything
850 |2018-04-06 | 1   | 煎熬
851 |2018-04-06 | 1   | can you feel my word
852 |2018-04-06 | 1   | time to say goodbye
853 |2018-04-06 | 1   | 一眼万年
854 |2018-04-06 | 1   | beauty and the beast
855 |2018-04-04 | 10  | 爱的主打歌
856 |2018-04-04 | 3   | the show
857 |2018-04-04 | 2   | 马来西亚的查某
858 |2018-03-31 | 5   | 护花使者
859 |2018-03-31 | 1   | 预言
860 |2018-03-30 | 1   | 你究竟有几个好妹妹
861 |2018-03-26 | 1   | 显微镜下的爱情
862 |2018-03-23 | 2   | 白金disco
863 |2018-03-19 | 3   | 克卜勒
864 |2018-03-18 | 19  | 消愁
865 |2018-03-18 | 2   | planet
866 |2018-03-17 | 1   | 老男孩
867 |2018-03-17 | 1   | 精忠报国
868 |2018-03-17 | 1   | 最炫民族风
869 |2018-03-17 | 1   | 苏三起解
870 |2018-03-17 | 1   | 谁说女子不如男
871 |2018-03-14 | 2   | 欢喜就好
872 |2018-03-14 | 1   | 9 crimes
873 |2018-03-13 | 1   | it's only the fairy tale
874 |2018-03-12 | 3   | 男孩别哭
875 |2018-03-12 | 1   | 小乌龟
876 |2018-03-11 | 2   | 最美
877 |2018-03-07 | 7   | 明天，你好
878 |2018-03-07 | 2   | 心在跳
879 |2018-03-05 | 2   | 越长大越孤单
880 |2018-03-03 | 1   | 全世界的人都知道
881 |2018-03-02 | 1   | 胖丁催眠曲
882 |2018-03-02 | 1   | 卖汤圆
883 |2018-02-21 | 1   | call me maybe
884 |2018-02-17 | 4   | 新年快乐
885 |2018-02-14 | 4   | 最重要的决定
886 |2018-02-14 | 3   | 瞬间
887 |2018-02-14 | 2   | everybody
888 |2018-02-13 | 1   | 爱在万州
889 |2018-02-07 | 1   | fly to your heart
890 |2018-02-05 | 2   | 长镜头
891 |2018-02-03 | 5   | 猫咪森林
892 |2018-02-03 | 1   | hero
893 |2018-02-02 | 3   | 外滩十八号
894 |2018-02-02 | 3   | 咕叽咕叽
895 |2018-02-01 | 3   | payphone
896 |2018-01-28 | 1   | 我是女生
897 |2018-01-27 | 6   | 画
898 |2018-01-27 | 6   | 你不懂我
899 |2018-01-27 | 1   | 在人间
900 |2018-01-22 | 2   | 恋爱百分百
901 |2018-01-21 | 45  | 一人饮酒醉
902 |2018-01-21 | 1   | 我的祖国
903 |2018-01-21 | 1   | 难忘今宵
904 |2018-01-17 | 1   | better me
905 |2018-01-10 | 1   | 橄榄树
906 |2018-01-01 | 2   | tell me
907 |2017-12-31 | 1   | 莉莉安
908 |2017-12-30 | 4   | 客官不可以
909 |2017-12-30 | 4   | undo it
910 |2017-12-28 | 6   | 倒带
911 |2017-12-28 | 2   | 月亮之上
912 |2017-12-16 | 2   | far away from home
913 |2017-12-16 | 2   | 一个人看小丸子
914 |2017-12-12 | 3   | aliez
915 |2017-12-04 | 7   | 决斗
916 |2017-12-03 | 1   | 天堂
917 |2017-11-26 | 4   | 小冤家
918 |2017-11-26 | 2   | 荷塘月色
919 |2017-11-25 | 3   | stronger
920 |2017-11-25 | 2   | 避风港
921 |2017-11-25 | 1   | 小宝贝
922 |2017-11-24 | 1   | 我最亲爱的
923 |2017-11-24 | 1   | 王妃
924 |2017-11-23 | 2   | 香水有毒
925 |2017-11-21 | 2   | 我要
926 |2017-11-18 | 2   | you make me wanna
927 |2017-11-18 | 1   | 好日子
928 |2017-11-17 | 4   | 小桥
929 |2017-11-17 | 3   | 贝加尔湖畔
930 |2017-11-10 | 3   | 就这样爱上你
931 |2017-11-10 | 1   | 姐是老中医
932 |2017-11-08 | 2   | 爱的供养
933 |2017-10-30 | 2   | 知心爱人
934 |2017-10-25 | 1   | 古灵精怪
935 |2017-10-22 | 2   | 郎的诱惑
936 |2017-10-22 | 1   | 大城大事
937 |2017-10-22 | 1   | 皇家礼炮
938 |2017-10-22 | 1   | 珊瑚海
939 |2017-10-22 | 1   | 纤夫的爱
940 |2017-10-21 | 1   | 甜蜜蜜
941 |2017-10-14 | 1   | love love love
942 |2017-10-13 | 1   | for the first time in forever
943 |2017-10-07 | 1   | new soul
944 |2017-10-04 | 1   | 你是我的眼
945 |2017-09-30 | 4   | 喜帖街
946 |2017-09-29 | 2   | 在雨中
947 |2017-09-29 | 2   | 辣妹子
948 |2017-09-29 | 1   | 小城故事
949 |2017-09-29 | 1   | 采蘑菇的小姑娘
950 |2017-09-26 | 1   | 配不上你
951 |2017-09-24 | 1   | 南山南
952 |2017-09-23 | 3   | my heart will go on
953 |2017-08-18 | 1   | 飘雪
954 |2017-08-18 | 1   | 疑心病
955 |2017-08-16 | 2   | 类似爱情
956 |2017-08-12 | 4   | 宝贝
957 |2017-08-11 | 4   | 妥协
958 |2017-08-10 | 1   | 北京欢迎你
959 |2017-08-10 | 1   | just the way you are
960 |2017-08-08 | 1   | 捉泥鳅
961 |2017-08-08 | 1   | memory
962 |2017-08-08 | 1   | 爱的早餐
963 |2017-08-04 | 1   | come on
964 |2017-08-03 | 2   | 种太阳
965 |2017-08-03 | 1   | 我想找个女朋友
966 |2017-08-03 | 1   | 友情岁月
967 |2017-08-03 | 1   | poker face
968 |2017-08-02 | 2   | 明天不上班
969 |2017-08-02 | 2   | 差不多先生
970 |2017-08-02 | 1   | all about that bass
971 |2017-07-27 | 1   | 说永远
972 |2017-07-26 | 1   | yellow
973 |2017-07-26 | 1   | 屯儿
974 |2017-07-23 | 1   | 谁要走我的心
975 |2017-07-20 | 2   | 忐忑
976 |2017-07-20 | 1   | 情不自禁
977 |2017-07-15 | 1   | 可乐
978 |2017-07-15 | 1   | 小青蛙
979 |2017-07-12 | 1   | schnappi
980 |2017-07-12 | 1   | i drove all night
981 |2017-07-06 | 1   | 我们的歌
982 |2017-06-13 | 1   | 仰望
983 |2017-06-12 | 2   | 坐在巷口的那对男女
984 |2017-06-04 | 1   | what you want from me
985 |2017-06-02 | 1   | unravel
986 |2017-05-01 | 1   | 黑色幽默
987 |2017-04-30 | 5   | 阿婆说
988 |2017-04-27 | 2   | 一直在找一个人
989 |2017-04-17 | 2   | 我要我们在一起
990 |2017-04-17 | 2   | 我走以后
991 |2017-04-13 | 1   | 丁香花
992 |2017-04-12 | 1   | a sky full of stars
993 |2017-04-12 | 1   | 当你孤单你会想起谁
994 |2017-04-12 | 1   | 新鲜
995 |2017-04-11 | 1   | 最后一页
996 |2017-04-08 | 1   | 流年
997 |2017-04-08 | 1   | i'm yours
998 |2017-03-19 | 1   | 爱的神话
999 |2017-03-19 | 1   | 轻轻的告诉你
1000|2017-03-07 | 1   | 乌克丽丽
1001|2017-03-06 | 1   | pretty boy
1002|2017-03-06 | 1   | 一只哈巴狗
1003|2017-03-06 | 1   | 彩虹之间
1004|2017-03-04 | 1   | 流沙
1005|2017-03-04 | 1   | 谁的眼泪在飞
1006|2017-03-04 | 1   | 找到天使了
1007|2017-02-28 | 2   | 傻女
1008|2017-02-28 | 1   | imagine me without you
1009|2017-02-28 | 1   | 地球仪
1010|2017-02-25 | 2   | 明天我要嫁给你
1011|2017-02-22 | 1   | 不想睡
1012|2017-01-27 | 1   | take a bow
1013|2017-01-15 | 1   | 他一定很爱你
1014|2017-01-12 | 1   | 我们能不能不分手
